F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-24,810,-3.41,10.1,30,6.15,-161.34,29.06,7.56,15.62,-4.86,-6.82,-636.22,-0.01,,False
-24,1035,-4.36,18.8,30,6.2,-371.34,29.86,-1.71,14.6,-5.52,-4.18,-896.22,-1.07,,False
-14,735,-1.44,16.1,30,7.8,93.66,36.66,-13.47,9.5,-7.21,-11.02,-516.22,-3.69,,True
-3,45,-6.72,2.98,3,0.23,-107.34,20.46,4.17,22.36,-5.3,0.36,-540.22,3.29,-8.38,True
-3,3,-7.46,1.36,3,0.52,-143.34,19.18,5.01,19.86,-5.59,5.4,-470.22,3.05,,True
-14,180,-6.43,26.7,30,5.45,-251.34,29.76,-4.14,14.1,-4.51,-2.7,-786.22,-1.34,,False
-24,630,-2.14,15.8,30,8.75,-341.34,32.06,-5.28,12,-4.08,-7.84,-886.22,-2.82,-8.65,True
-1,12,-8.61,2.74,3,0.55,-68.34,20.2,3.66,18.96,-6.14,1.72,-472.22,2.97,,True
-1,60,-6.73,1.08,0,0.62,-158.34,18.98,5.49,21.34,-5.6,-0.14,-494.22,1.37,-5.88,False
-1,87,-6.81,1.98,3,0.84,-137.34,20.48,4.41,19.34,-6.91,-0.66,-488.22,1.22,,True
-4,360,-2.37,10.4,30,7,168.66,30.06,-7.11,10.76,-6.81,-8.34,-536.22,-3.53,-5.23,False
-14,1020,-3.36,19,30,7.25,-71.34,30.06,-1.47,11.36,-5.61,-1.78,-706.22,-1.85,,False
-1,72,-8.95,2.84,3,0.32,-104.34,19.48,4.32,24.36,-5.8,6.34,-496.22,1.08,,False
-1,90,-7.4,3.38,3,0.95,-155.34,19.72,3.6,20.88,-6.37,-0.22,-530.22,2.38,,True
-1,75,-8.52,1.38,3,0.87,-158.34,20.06,3.15,28.88,-5.54,7.42,-520.22,1.69,,False
-3,6,-8.12,2.46,3,0.04,-107.34,19.86,8.13,22.18,-7.29,0.12,-494.22,0.86,,False
-14,885,-2.82,27.4,30,8.1,3.66,29.46,-8.55,11.26,-5.2,-6.2,-636.22,-3.05,-5.7,False
-14,570,-2.63,15.9,30,8.7,93.66,30.36,-8.37,16.5,-5.26,-9.16,-576.22,-3.19,,False
-1,21,-9.57,0.66,3,0.83,-155.34,19.88,6.84,19.76,-5.53,5.48,-462.22,0.94,-7.83,True
-4,915,-3.24,25.1,30,7.4,-71.34,29.86,-4.38,11.94,-5.43,-5.1,-716.22,-1.33,-6.21,False
-24,255,-4.99,12.6,30,7.95,-206.34,31.96,-8.19,10.54,-4.19,-7.56,-756.22,-1.89,-6.96,False
-3,48,-7.3,3.58,3,0.73,-140.34,20.16,7.47,19.56,-9.18,3.34,-516.22,1.29,,True
-1,33,-6.67,0.78,3,0.67,-41.34,20.3,4.38,22.06,-5.7,0.58,-508.22,1.44,-8.25,True
-24,720,-3.09,22.5,30,7.15,-371.34,30.96,-3.69,16.42,-5.44,-7.06,-856.22,-2.01,-6.14,False
-4,210,-1.91,24.9,30,5.8,93.66,33.56,-3.99,9.64,-4.85,-9.92,-526.22,-1.65,-8.31,True
-1,30,-7.83,1.42,3,0.78,-74.34,19.98,7.35,23.14,-5.63,2.88,-468.22,1.73,,True
-14,990,-7.56,21.3,30,9.75,-341.34,31.46,-10.35,13.22,-4.52,-9.14,-836.22,-2.04,,True
1,57,-7.03,2.56,3,0.79,-86.34,19.98,4.53,19.24,-7.84,5.12,-490.22,1.07,,True
-14,360,-2.58,12.7,30,8.55,-326.34,31.56,-9.12,10.72,-5.5,-7.86,-866.22,-2.74,-7.04,True
-4,390,-3.36,10.7,30,6,153.66,29.16,-0.81,14.3,-6.87,-3.92,-586.22,-1.92,-5.98,False
-14,870,-3.99,17.6,30,8.35,-281.34,29.76,-8.4,10.14,-5.78,-9.36,-556.22,-3.04,-8.49,True
-1,54,-7.05,3,3,0.64,-74.34,19.5,12.6,30.32,-7.44,-0.24,-486.22,1.26,,False
-14,285,-2.56,15.6,30,6.95,93.66,31.76,-2.94,10.46,-4.95,-8.92,-576.22,-3.26,-8.11,True
-14,960,-4.64,20.5,30,10.05,48.66,34.66,-11.37,11.34,-5.71,-7.38,-926.22,-3.09,-7.88,True
-4,885,-5.9,28.6,30,5.2,153.66,28.96,-5.49,18.74,-8,-0.64,-566.22,-2.4,,False
-4,645,-3.46,19.7,30,7.55,-26.34,33.26,-10.5,12.24,-5.58,-7.76,-656.22,-3.3,-8.05,True
-14,645,-4.59,24.8,30,5.05,123.66,31.96,-8.13,14.68,-6.12,-7.9,-676.22,-1.94,,False
1,18,-6.82,1.86,3,0.73,-92.34,20.48,2.73,28.72,-5.97,-0.68,-474.22,1.12,-8.25,True
-3,15,-9.31,2.18,3,0.87,-128.34,19.92,4.38,19.94,-5.28,6.58,-514.22,0.62,,True
-14,555,-3.53,20.7,30,6.8,-221.34,30.16,-9.36,13.8,-3.99,-5.5,-456.22,-3.75,,True
-14,495,-1.89,15.7,30,9.3,63.66,32.56,-9.75,22.06,-6.09,-7.12,-856.22,-4.05,-7.95,True
-1,189,-8.81,3.8,3,0.97,-50.34,20.04,3.48,18.76,-7.36,1.16,-480.22,0.86,-7.7,True
-3,105,-7.67,1.1,3,0.02,-116.34,20.28,7.17,20.64,-7.55,-0.24,-468.22,1.27,-6.42,False
-14,1095,-3.52,18.4,30,7.7,-311.34,33.46,-7.92,11.76,-5.06,-3.02,-756.22,-2.5,-6.44,True
-1,39,-6.72,0.72,3,0.93,-41.34,19.94,3.24,19.8,-6,0.76,-506.22,0.94,,True
-14,975,-3.31,23.5,30,10.2,48.66,31.26,0.03,10.18,-6,-8.9,-826.22,-3.34,-5.88,False
-1,39,-6.58,2.52,3,0.95,-140.34,20.5,16.32,22.28,-6.12,-0.54,-518.22,1.47,-7.68,True
-3,108,-8.71,4,3,0.47,-143.34,19.86,4.5,23.28,-7,1.04,-496.22,1.21,,True
-4,270,-3.04,13.1,30,7.3,-41.34,29.16,-8.4,11.02,-6.49,-7.56,-586.22,-2.48,-5.75,False
-1,75,-6.96,0.44,3,0.92,-107.34,20.38,2.55,20.06,-6.39,3.4,-460.22,2.15,-8.08,True
-3,102,-6.63,0.5,3,0.01,-119.34,20.64,7.05,21.2,-6.89,0.28,-456.22,1.3,,True
-4,375,-4.97,15.4,30,5.6,-86.34,29.46,0.3,14.74,-5.29,-4.36,-856.22,0,,False
-14,30,-4.07,14.2,30,8.75,-101.34,31.26,-6.84,12.08,-4.23,-8.26,-896.22,-2.29,,False
-1,24,-8.37,3.02,3,0.88,-125.34,19.68,6.48,22.52,-5.68,-0.38,-512.22,1.11,-7.37,True
1,12,-9.01,3.36,3,0.74,-65.34,19.12,4.89,20.06,-5.86,1.94,-528.22,3.29,,False
-3,69,-7.39,3.44,3,0.83,-143.34,18.9,7.74,23.92,-6.19,0.74,-504.22,0.93,,True
-3,21,-6.62,2.86,3,0.79,-137.34,20.1,3.21,18.98,-5.2,0.04,-462.22,1.49,,True
-3,111,-11.33,3.98,3,0.84,-143.34,20.4,8.61,22.72,-6.08,2.26,-468.22,2.22,-8.62,True
-4,75,-2.72,13,30,7.8,-101.34,35.16,-11.22,11.06,-4.68,-9.56,-836.22,-2.64,,True
-14,1005,-3.28,18.1,30,6.4,-11.34,31.56,-1.74,13.02,-6.73,-3.12,-876.22,-0.35,-5.3,False
-1,150,-7.27,0.62,3,0.73,-131.34,20.78,3.45,21.48,-9.13,1.42,-520.22,5.58,,True
-1,33,-7.58,3.7,3,0.32,-116.34,20.1,12.6,25.84,-5.46,0.5,-538.22,1.06,,False
1,15,-2.62,15.9,30,9.3,93.66,33.76,-7.65,10.7,-5.13,-5.48,-786.22,-1.64,-7.42,True
-1,75,-6.66,3.36,3,0.8,-53.34,19.54,6.36,19.16,-8.17,-0.34,-464.22,0.82,,False
-14,510,-6.25,15.5,30,5.05,-401.34,29.46,-2.1,14.74,-5.11,-4.06,-766.22,3.92,,False
-3,120,-8.57,1.52,3,0.27,-119.34,20.4,15,22.06,-9.23,2.3,-474.22,0.72,,False
-3,18,-9.09,3.78,3,0.64,-155.34,19.68,6.03,21.24,-6.47,1.22,-530.22,1.14,,True
-14,900,-3.71,11.5,30,6.6,108.66,30.26,-2.28,13.56,-6.15,2.36,-786.22,-2.66,-6.46,False
1,63,-9.67,1.36,3,0.64,-44.34,20.66,3.66,21.26,-8.1,4.48,-490.22,0.62,-7.79,True
1,60,-6.58,3.28,3,0.22,-80.34,20.74,2.97,22.36,-5.99,-0.5,-466.22,1.09,,True
-14,150,-2.95,19.7,30,8.6,3.66,31.06,-6.39,13.54,-3.96,-4.04,-826.22,-2.9,,True
-1,36,-7,1.52,3,0.88,-143.34,19.82,3.54,19.74,-8.09,3.7,-546.22,1.46,,False
-14,285,-3.64,12.6,30,5.95,93.66,31.36,5.46,13.28,-5.08,-1.66,-906.22,-2.22,,False
-1,87,-6.81,1.42,3,0.95,-146.34,19.46,6.54,21.12,-5.56,0.98,-516.22,1.38,,False
-1,81,-7.57,1.72,3,0.91,-113.34,20.58,3.96,21.46,-5.58,1.24,-526.22,0.75,,True
-1,144,-7.31,0.52,3,0.7,-158.34,20.64,22.23,20.84,-5.73,-0.64,-498.22,2.34,-8.58,True
-14,450,-1.98,21,30,5.1,3.66,34.96,-11.31,10.36,-4.3,-3.44,-546.22,-1.89,,True
-14,360,-3.82,17.6,30,8.05,-266.34,31.06,-6.18,10.9,-4.67,-8.66,-636.22,-3.79,,True
-1,39,-7.78,3.22,3,0.59,-110.34,20.42,12.21,19.7,-8.07,1.04,-472.22,6.71,-7.25,True
-1,165,-6.89,2.94,3,0.54,-131.34,20.42,6.84,18.78,-6.55,3.54,-470.22,0.85,,True
-4,585,-3.75,13.9,30,8.35,-86.34,36.76,-10.59,9.24,-5.84,-7.38,-636.22,-3.94,,True
-1,18,-6.88,2.96,3,0.57,-74.34,19,8.55,20.86,-5.66,1.04,-494.22,2.25,-5.87,False
-14,405,-4.09,27.7,30,5.6,-191.34,28.76,-4.41,20.06,-3.95,-3.2,-726.22,-1.36,-7.11,False
-1,9,-8.29,2.56,3,0.01,-59.34,20.22,6.66,22.58,-5.58,0.16,-476.22,0.94,,False
-1,78,-7.04,2.52,3,0.56,-92.34,20.7,3.81,18.66,-5.6,-0.12,-460.22,0.56,,True
-14,330,-2.92,13.4,30,6.4,-356.34,32.36,-4.2,13.64,-4.09,-8.62,-816.22,-3.12,,False
-4,255,-5.02,13.7,30,8.4,33.66,32.46,-8.13,10.14,-6,-10.22,-526.22,-4.38,,True
-14,870,-2.41,11.8,30,6.7,78.66,33.16,-8.85,9.74,-6.09,-6.32,-686.22,-1.11,,False
-1,78,-9.48,0.56,3,0.95,-161.34,20.4,8.58,23.18,-5.84,0.14,-514.22,2.23,-8.11,True
-14,945,-4.05,26.2,30,8.25,3.66,28.86,-6.54,11.32,-5.77,-6.2,-666.22,-3.18,,False
-14,105,-3.83,21.1,30,7.6,-41.34,30.16,-0.99,12.74,-7.7,-1.84,-866.22,-2.97,-6.89,False
-14,105,-3.99,20.7,30,5.3,-56.34,29.36,-5.25,15.76,-4.6,-6.78,-626.22,-2.38,-5.61,False
-3,21,-6.91,0.62,3,0.08,-137.34,20.12,4.65,19.58,-5.26,0.88,-534.22,0.98,,False
-14,1080,-5.27,12.5,30,5.45,-41.34,34.06,-6.51,15.94,-6.14,-7.8,-916.22,-1.17,,False
-24,405,-6.42,16.5,30,8.75,-386.34,30.06,-2.25,15.26,-3.83,-8.46,-726.22,-1.94,,False
1,39,-7.02,3.46,3,0.78,-71.34,20.08,4.86,19.12,-5.88,-0.28,-528.22,1.13,-7.85,False
-3,198,-8.39,2.38,0,0.29,-107.34,20.52,3.3,20.56,-6.43,4.86,-520.22,2.92,-7.38,True
-1,78,-6.76,0.78,3,0.85,-89.34,20.36,5.49,18.88,-7.64,1.4,-504.22,0.62,-7.2,True
-3,15,-7.14,2.82,3,0.86,-146.34,20.1,6.36,19.2,-6.04,0.18,-486.22,1.5,-7.62,True
-3,192,-13.98,2.48,3,0.06,-152.34,20,12.15,25.72,-6.34,1.28,-480.22,2.09,,False
-14,630,-2.18,13.4,30,8.55,-311.34,32.76,-9.99,12.24,-5.79,-3.92,-826.22,-4.02,-8.67,True
-24,780,-3.07,19,30,5.75,-146.34,36.96,-9.96,9.32,-4.52,-9.64,-796.22,-4.05,-8.49,True
-0,0,-7.61,3.24,3,0.42,-155.34,19.46,3.81,20.98,-5.04,4.96,-500.22,1.44,,True
-4,135,-7.74,14.7,30,7.8,153.66,31.56,-9.57,10.96,-5.42,-0.38,-796.22,-3.57,-5.43,False
1,9,-6.39,3.08,3,0.96,-62.34,20.76,6.51,20.06,-6.16,0.32,-474.22,0.8,,True
-1,51,-8.91,3.1,3,0.74,-146.34,19.4,4.89,20.18,-5.78,1.64,-514.22,2.21,-7.69,False
-3,3,-7.29,3.76,3,0.11,-107.34,20.32,4.95,20.68,-6,-0.3,-512.22,4.66,-7.59,True
-4,345,-2.52,24.3,30,7.95,-56.34,30.16,0.12,10.82,-4.81,-7.08,-706.22,-3.37,-5.69,False
-14,1125,-1.87,20.6,30,7.45,93.66,33.56,-11.13,12.68,-7.27,-8.66,-546.22,-4.08,-5.79,False
1,9,-6.63,1.12,3,0.52,-95.34,20.22,6.93,21.14,-6.09,0.84,-472.22,2.12,-7.92,True
-3,9,-6.75,0.64,3,1,-158.34,20.14,4.68,20.5,-6.02,-0.22,-538.22,1.45,-6.42,True
-3,12,-7.15,2.26,3,0.6,-161.34,19.42,5.49,27.78,-5.57,0.5,-468.22,2.72,-7.51,True
-1,18,-7.24,2.6,3,0.41,-86.34,19.84,5.7,20.34,-5.95,1.06,-546.22,5.6,,False
-1,27,-6.85,0.6,3,0.65,-125.34,19.9,9.21,21.54,-6.59,3.04,-536.22,4.11,-6.42,False
-1,39,-7.02,2.3,3,0.67,-119.34,18.98,4.71,19.5,-6.12,3.1,-496.22,0.97,-6,False
-1,129,-7.61,3.44,3,0.21,-137.34,20.76,4.86,21.6,-6.02,0.94,-530.22,1.81,,False
-4,390,-2.62,19.4,30,5.7,138.66,34.46,1.23,11.88,-7.24,-8.16,-896.22,-2.93,,False
-1,93,-7.53,1.34,3,0.68,-131.34,20.18,9.42,19.1,-5.7,5.12,-532.22,1.65,-6.34,False
-14,795,-2.51,13.3,30,5.55,-266.34,37.16,-10.86,11.94,-5.4,-7.9,-916.22,-3.81,,True
-14,135,-3.81,10.6,30,7.55,183.66,29.76,-6,12.34,-7.28,-7.28,-876.22,-2.54,,False
-3,114,-6.7,0.44,3,0.83,-104.34,19.92,6.33,24.42,-7.04,-0.46,-522.22,2.48,,False
-4,240,-4.19,27.2,30,6.8,183.66,32.66,-5.82,10.7,-5.09,-9.84,-506.22,2.37,,True
-1,21,-6.87,2.3,3,0.04,-44.34,19.98,5.67,19.6,-6.61,0.54,-494.22,1.81,-6.11,False
-4,975,-2.57,24.2,15,8.9,48.66,32.66,-9.99,10.34,-9.63,-10.5,-836.22,-4.42,,True
-3,123,-8.31,2.62,3,0.93,-122.34,20.28,6.54,23.7,-5.95,0,-502.22,0.57,,True
-24,840,-3.36,20.8,30,8.35,-356.34,31.96,-9.06,12.54,-3.89,-6.4,-726.22,-3.06,,True
-1,51,-10.95,2.92,3,0.36,-134.34,19.26,6.81,26.62,-7.05,0.72,-536.22,2.93,,False
-1,162,-8.21,2.14,3,0.65,-119.34,20.24,12.54,23.52,-6.27,1.4,-542.22,2.58,-6.23,False
-1,111,-6.8,3.3,3,0.84,-152.34,19.64,7.05,21.92,-5.85,-0.14,-474.22,0.76,-8.37,True
-14,150,-3.99,19.2,30,8.6,108.66,30.96,-2.04,11.66,-7.57,-8.74,-896.22,-3.41,-6.01,False
-3,99,-6.79,2.26,3,0.76,-161.34,19.52,4.44,20.04,-5.77,3.74,-520.22,3.75,,False
-4,105,-4.15,13.9,30,5.9,33.66,31.46,0.21,12.2,-4.79,-7.88,-766.22,-2.9,-7.56,False
-14,975,-1.84,17.3,30,6.15,-26.34,34.76,-1.98,10.62,-5.9,-8.1,-586.22,-2.58,-5.87,False
1,21,-7.47,1,3,0.7,-95.34,20.1,4.11,19.38,-7.68,-0.08,-500.22,1.01,,True
-3,99,-7.38,1.6,3,0.34,-119.34,19.9,14.7,20.9,-5.54,1.76,-474.22,2.02,-6.08,False
-1,177,-9.61,3.82,3,0.34,-125.34,20.04,7.38,21.78,-6.62,3.98,-546.22,3.38,,False
-3,45,-9.12,3.9,3,0.06,-146.34,19.92,6.12,20.9,-6.72,0.6,-474.22,1.88,-8,True
-14,915,-2.57,14.2,30,8.65,33.66,30.66,-8.94,10.4,-6.13,-9.52,-566.22,-3.72,-6.83,False
-1,18,-9.19,0.64,3,0.57,-89.34,20.56,6.24,21.56,-5.79,0.1,-536.22,3.45,-7.06,False
-14,570,-2.8,22.4,30,5.7,108.66,35.16,-10.92,12.2,-5.53,-8.32,-716.22,-3.77,,True
-14,1050,-1.38,17.1,30,9,-86.34,36.16,-4.8,8.16,-7.52,-11.54,-656.22,-3.47,-7.93,True
-1,114,-7.55,2.86,3,0.64,-140.34,19.36,7.74,20.28,-5.79,4.26,-476.22,1.49,-6.94,False
-4,1035,-6.05,22.6,30,5.85,33.66,31.46,1.74,10.44,-7.03,-8.56,-496.22,-3.79,-6.76,False
-14,570,-2.83,10.5,30,8.9,-236.34,32.06,-11.13,11.72,-4.7,-9.82,-706.22,-3.02,,True
-1,48,-8.66,2.74,3,0.95,-149.34,19.74,5.85,19.7,-5.36,0.14,-538.22,1.14,-7.83,True
-24,375,-2.28,13,30,8.8,-326.34,29.16,-4.86,10.76,-3.91,-6,-636.22,-2.61,,False
-1,21,-7.9,1.56,3,0.35,-56.34,20.1,6.84,20.88,-6.81,-0.4,-508.22,0.74,-6.68,False
-1,21,-11.94,0.02,3,0.07,-140.34,20.24,5.31,20.34,-7.14,-0.14,-476.22,1.4,,False
-1,57,-6.7,1.56,3,0.77,-125.34,20.1,4.05,19.72,-6.56,1.26,-534.22,0.77,,False
-1,216,-6.76,2.72,3,0.9,-65.34,20.4,8.34,18.7,-7.67,4.5,-490.22,2.02,,True
-1,48,-7.25,1.14,3,1.03,-53.34,20.42,3,21.38,-6.42,-0.38,-452.22,0.3,,True
-1,33,-7.14,2.7,3,0.15,-95.34,19.98,8.55,20.18,-6.98,3.28,-492.22,1.99,,False
-3,147,-6.69,2.02,3,0.63,-158.34,20.32,6.54,21.28,-5.78,-0.62,-518.22,2.33,-6.73,False
-4,465,-2.28,18.9,30,9.1,153.66,28.96,-8.55,10.96,-5.87,-9.44,-606.22,-1.96,-6.42,False
1,111,-7.44,3.06,3,1.01,-44.34,20.62,8.46,21.46,-6.03,2.38,-542.22,0.99,-6.98,True
-14,330,-5.65,16.2,30,7.35,-371.34,28.66,-5.64,15.62,-5.74,-4.94,-756.22,-2.21,-5.71,False
-1,102,-8.92,1.62,3,0.78,-50.34,20.6,16.35,19.64,-6.27,0.14,-502.22,1.93,,True
-14,390,-3.86,13.1,30,6.75,78.66,30.26,2.58,17.2,-6.13,-6.54,-926.22,0.13,-5.58,False
-1,168,-10.53,3.78,3,0.5,-110.34,20.06,4.53,21.8,-5.54,0.34,-470.22,1.67,,False
-14,150,-2.48,14.5,30,5.35,-161.34,35.46,-8.04,14.58,-5.31,-6.78,-856.22,-2.23,-6.2,True
-24,615,-2.55,13.4,30,6.1,-311.34,32.26,-8.55,10.2,-7.58,-9.4,-616.22,-1.56,-7.51,True
-4,540,-5.47,14.5,30,6.2,18.66,29.76,-4.86,16.42,-5.72,-5.84,-866.22,-1.56,-5.39,False
1,18,-6.81,3.32,3,0.78,-56.34,20.28,4.41,19.32,-7.74,0.96,-486.22,1.68,-7.98,True
-14,135,-3.71,13.6,30,9.85,-266.34,28.66,-6.66,11.84,-4.2,-8.08,-906.22,-2.52,,False
-4,300,-3.37,19.6,30,9.75,123.66,31.26,-9.96,10.4,-7.37,-9.72,-696.22,-2.98,-8.38,True
-24,885,-3.93,11.8,30,9.3,-311.34,29.66,-8.82,11.06,-5.51,3.9,-566.22,-3.05,-7.65,True
-1,15,-8.37,1.92,3,0.94,-149.34,19.66,4.89,22.1,-6.98,0.36,-508.22,1.21,,True
1,78,-6.64,2.5,0,0.75,-47.34,20.12,3.24,20.82,-7.63,0.88,-488.22,0.81,-7.18,True
-24,540,-3.11,15.9,30,5.85,-191.34,32.26,-8.1,11.68,-4.18,-9.24,-596.22,-3.75,,True
-4,30,-2.69,16.8,30,8.45,-101.34,29.86,0.81,12.8,-4.27,-8.22,-756.22,-2.71,,False
-3,120,-7.84,3.54,3,0.15,-128.34,20.18,6.63,21.68,-5.38,2,-490.22,4.21,-7.02,False
-3,96,-6.71,0.46,3,0.94,-149.34,19.34,11.22,20.82,-5.53,2.26,-480.22,0.78,,False
1,3,-6.69,3.1,3,0.99,-41.34,20.02,4.86,21.2,-7.67,-0.28,-520.22,0.58,,True
-1,3,-7.14,2.72,3,0.4,-131.34,18.82,8.37,21.82,-7,2.62,-534.22,1.89,,False
-3,15,-7.49,1.68,3,0.28,-161.34,20.68,3.33,19.12,-5.73,3.6,-528.22,0.81,-7.7,True
-14,420,-3.02,25.6,30,7.25,-266.34,31.06,-7.77,18.14,-3.81,-6.82,-846.22,-2.59,-6.3,False
-1,30,-8.38,0.84,3,0.64,-98.34,20.24,12.75,22.6,-7.4,6.34,-538.22,2.45,,False
-4,150,-4.88,24.9,30,8.1,-26.34,29.66,2.49,12.84,-4.07,-8.54,-636.22,-3.27,-5.09,False
-14,1110,-1.45,17.3,30,5.6,-296.34,36.26,-11.85,8.88,-6.41,-11.1,-466.22,-4.16,-7.24,True
-9,15,-4.94,10.4,30,5.4,-71.34,32.06,-6.54,19.02,-4.8,1.06,-866.22,-1.1,,False
-4,1170,-2.11,22.9,30,5.5,-86.34,36.36,-10.86,10.48,-6.54,-10.5,-636.22,-4.18,,False
-4,1020,-3.77,28.4,30,8.85,183.66,28.76,-3.93,14.26,-6.87,-6.4,-896.22,0.99,-6.24,False
-14,900,-2.48,14.1,30,7.25,-26.34,34.06,-10.11,13.78,-6.3,-8.74,-886.22,-2.15,-5.62,False
1,45,-8.47,2.76,3,0.86,-50.34,20.1,13.89,20.26,-5.82,2,-532.22,0.62,,True
-24,990,-6.12,12.8,30,8.5,-341.34,28.76,-5.61,13.22,-6.58,-5.06,-776.22,-2.94,-5.51,False
-0,69,-7.03,1.54,3,0.76,-101.34,20.86,4.71,19.06,-5.66,-0.38,-484.22,2.65,-7.95,True
-4,360,-2.66,15.9,30,7.9,63.66,30.06,-8.88,12.7,-5.81,-6.8,-696.22,-3,,False
-3,33,-6.46,3.3,3,0.89,-131.34,20.78,9,19.46,-5.12,1.38,-534.22,0.69,-6.78,True
-24,555,-3.82,22.1,30,6.65,-266.34,29.76,-0.42,13.32,-4.01,-5.92,-906.22,-1.29,-5.05,False
-3,150,-10.38,1.78,3,0.48,-131.34,20.62,4.71,24.62,-5.59,3.3,-508.22,1.35,-7.38,True
-4,1065,-3.5,25,30,9.45,-11.34,30.86,-11.22,13.22,-5.67,-10.68,-506.22,-3.97,,False
-14,930,-2.11,23.2,30,6.45,-11.34,35.96,-6.9,11.62,-5.65,-8.56,-616.22,-3.61,-8.22,True
-14,1050,-4.08,11.1,30,7.45,-416.34,33.96,-7.14,11.58,-6.06,-8.08,-846.22,-2.36,,False
-3,21,-7.02,2.92,3,0.2,-134.34,20.12,7.44,19.4,-6.32,3.26,-530.22,4.18,-7.64,True
-14,990,-2.42,27.4,30,8,138.66,33.26,-7.02,13.02,-6.31,-3.52,-796.22,-1.1,-6.02,False
1,222,-6.51,2.5,3,0.94,-98.34,20.34,6,21.08,-7.58,-0.74,-462.22,0.62,-7.07,True
-14,510,-2.98,12.3,30,6.9,-206.34,30.56,-3.33,11.62,-4.82,-5.62,-786.22,-2.22,,False
-1,105,-6.83,1.62,3,0.6,-56.34,20.32,3.93,23.76,-6.4,-0.3,-504.22,4.81,,True
-4,345,-1.89,10.4,30,9.4,93.66,35.46,-11.31,9.6,-7.51,-9.82,-896.22,-4.53,-7.29,True
1,63,-8.61,4.08,3,0.7,-86.34,20.48,21.48,20.86,-8.63,-0.12,-528.22,1.17,-7.54,True
-4,615,-6.4,14.5,30,7.05,33.66,29.26,-4.89,15.9,-8.26,-6.36,-826.22,-1.45,-4.38,False
-4,195,-2.9,19.1,30,8.7,33.66,29.56,-7.68,11.88,-4.67,-7.38,-876.22,-3.02,,False
1,69,-8.5,4.1,3,1.08,-56.34,20.68,4.53,19.12,-5.59,-0.5,-466.22,0.77,-7.23,True
-3,60,-7.25,1.8,3,0.33,-146.34,20.24,7.77,24.24,-5.33,0.24,-470.22,0.87,-8.92,True
-1,126,-7.27,3.32,3,0.64,-158.34,19.84,5.67,19.98,-5.8,0.98,-536.22,1.28,,False
-14,1095,-1.86,19.7,30,9.25,78.66,29.96,-5.31,9.5,-6.83,-9.22,-576.22,-3.1,-7.15,False
-3,18,-6.85,3.54,3,0.56,-152.34,19.62,6.51,21.44,-5.42,1.24,-510.22,2.42,,True
-1,30,-6.96,2.76,3,0.51,-125.34,19.38,5.67,21.88,-5.72,1.1,-482.22,1.84,,False
-14,1005,-1.99,12.5,30,7.9,-26.34,33.26,-5.64,12.16,-6.03,-8.02,-646.22,-2.84,,False
-14,945,-4.02,28.9,30,5.65,-266.34,32.46,-1.77,13.2,-4.25,-8.04,-776.22,-2.83,-6.87,False
-1,48,-7.87,0.28,3,0.7,-143.34,19.98,5.52,19.44,-6.86,0.02,-482.22,1.05,-6.79,False
-1,165,-8,1.52,3,0.93,-128.34,20.64,10.77,19.14,-6.06,0.6,-540.22,4.52,,True
-14,750,-3.66,27.5,30,5.55,-236.34,30.26,-6.96,17.6,-4.93,-7.28,-626.22,-2.56,-7.16,False
1,15,-2.78,16.3,30,7.7,-26.34,33.36,-10.47,10.46,-6.56,-9.56,-736.22,-3.88,-8.42,True
-4,870,-6.45,17.3,30,6.65,-86.34,28.66,-0.69,12.94,-7.51,-5.9,-686.22,-0.51,,False
-1,30,-11.98,2.86,3,0.38,-95.34,19.86,5.43,20.9,-7.56,0.48,-526.22,1.04,-6.45,False
-24,105,-2.57,12.3,30,7.7,-131.34,29.16,0.03,14.66,-5.85,-1.4,-576.22,0.68,-5.89,False
-14,810,-3.02,13.4,30,6.85,93.66,30.56,0.84,11.7,-6.4,-5.88,-576.22,-3.13,-7.15,False
-14,585,-2.44,16.3,30,6.2,-56.34,35.96,-3.15,17.58,-4.83,-9.34,-816.22,-3.6,,True
-3,21,-7.84,1.94,3,0.53,-104.34,20.42,7.83,19.62,-7.08,0.62,-512.22,2.33,,True
-3,129,-7.81,0.92,3,0.59,-110.34,19.98,3.39,21.68,-5.86,-0.2,-478.22,1.02,,False
-1,75,-8.96,3.3,3,0.54,-155.34,20.64,3.27,22.36,-5.34,1.26,-532.22,2.72,,True
1,39,-6.97,4.06,3,1,-89.34,20.64,8.22,20.52,-5.94,-0.62,-512.22,3.47,-7.33,True
-1,189,-8.74,2.68,3,1,-65.34,19.74,4.44,21.12,-6.72,2.6,-470.22,1.24,-7.84,True
-1,147,-9.79,2.22,3,0.92,-77.34,20.68,7.41,24.86,-7.79,-0.4,-524.22,1.62,,True
-14,615,-5.03,13.5,30,6.2,-416.34,35.26,-7.65,10.96,-4.51,-8.14,-856.22,-2.35,,True
-4,915,-4.56,18.3,30,9.75,153.66,31.06,-5.4,12.96,-8.1,-9.3,-886.22,-3.7,,False
-14,240,-4.9,15.1,30,10.05,18.66,31.76,-8.25,12.58,-4.99,-10.42,-626.22,-4.37,,True
-14,435,-3.53,11.3,30,5.6,33.66,30.46,-0.99,12.8,-5.48,-8.16,-566.22,-2.49,,False
